department,sector,nivel,year,gender,indicator,value
BOLIVIA,Total,Total,2011,Total,Poblacion Matriculada,2707.8100000000086
BOLIVIA,Público,Total,2011,Total,Poblacion Matriculada,2418.67700000001
BOLIVIA,Privado,Total,2011,Total,Poblacion Matriculada,289.1329999999994
Chuquisaca,Total,Total,2011,Total,Poblacion Matriculada,159.22300000000027
Chuquisaca,Público,Total,2011,Total,Poblacion Matriculada,147.41299999999998
Chuquisaca,Privado,Total,2011,Total,Poblacion Matriculada,11.810000000000013
La Paz,Total,Total,2011,Total,Poblacion Matriculada,717.3890000000101
La Paz,Público,Total,2011,Total,Poblacion Matriculada,627.8279999999899
La Paz,Privado,Total,2011,Total,Poblacion Matriculada,89.56100000000029
Cochabamba,Total,Total,2011,Total,Poblacion Matriculada,499.77400000000654
Cochabamba,Público,Total,2011,Total,Poblacion Matriculada,445.5659999999998
Cochabamba,Privado,Total,2011,Total,Poblacion Matriculada,54.207999999999814
Oruro,Total,Total,2011,Total,Poblacion Matriculada,122.45699999999992
Oruro,Público,Total,2011,Total,Poblacion Matriculada,113.80300000000004
Oruro,Privado,Total,2011,Total,Poblacion Matriculada,8.654000000000003
Potosí,Total,Total,2011,Total,Poblacion Matriculada,223.2170000000013
Potosí,Público,Total,2011,Total,Poblacion Matriculada,217.27700000000152
Potosí,Privado,Total,2011,Total,Poblacion Matriculada,5.9399999999999915
Tarija,Total,Total,2011,Total,Poblacion Matriculada,124.56799999999963
Tarija,Público,Total,2011,Total,Poblacion Matriculada,115.96400000000044
Tarija,Privado,Total,2011,Total,Poblacion Matriculada,8.60399999999999
Santa Cruz,Total,Total,2011,Total,Poblacion Matriculada,705.4260000000024
Santa Cruz,Público,Total,2011,Total,Poblacion Matriculada,607.2660000000069
Santa Cruz,Privado,Total,2011,Total,Poblacion Matriculada,98.15999999999988
Beni,Total,Total,2011,Total,Poblacion Matriculada,131.20999999999896
Beni,Público,Total,2011,Total,Poblacion Matriculada,120.95200000000041
Beni,Privado,Total,2011,Total,Poblacion Matriculada,10.257999999999983
Pando,Total,Total,2011,Total,Poblacion Matriculada,24.545999999999943
Pando,Público,Total,2011,Total,Poblacion Matriculada,22.60799999999994
Pando,Privado,Total,2011,Total,Poblacion Matriculada,1.9379999999999993
Pando,Total,INICIAL,2011,Total,Poblacion Matriculada,258.12100000000174
Pando,Público,Total,2011,Total,Poblacion Matriculada,224.86299999999778
Pando,Privado,Total,2011,Total,Poblacion Matriculada,33.25800000000004
Chuquisaca,Total,Total,2011,Total,Poblacion Matriculada,13.995000000000019
Chuquisaca,Público,Total,2011,Total,Poblacion Matriculada,13.043000000000015
Chuquisaca,Privado,Total,2011,Total,Poblacion Matriculada,0.9519999999999995
La Paz,Total,Total,2011,Total,Poblacion Matriculada,62.27099999999994
La Paz,Público,Total,2011,Total,Poblacion Matriculada,53.046999999999855
La Paz,Privado,Total,2011,Total,Poblacion Matriculada,9.224000000000004
Cochabamba,Total,Total,2011,Total,Poblacion Matriculada,45.348000000000155
Cochabamba,Público,Total,2011,Total,Poblacion Matriculada,38.16599999999999
Cochabamba,Privado,Total,2011,Total,Poblacion Matriculada,7.181999999999993
Oruro,Total,Total,2011,Total,Poblacion Matriculada,11.506000000000007
Oruro,Público,Total,2011,Total,Poblacion Matriculada,10.627000000000002
Oruro,Privado,Total,2011,Total,Poblacion Matriculada,0.8790000000000001
Potosí,Total,Total,2011,Total,Poblacion Matriculada,27.33800000000004
Potosí,Público,Total,2011,Total,Poblacion Matriculada,26.63300000000011
Potosí,Privado,Total,2011,Total,Poblacion Matriculada,0.705
Tarija,Total,Total,2011,Total,Poblacion Matriculada,13.297999999999996
Tarija,Público,Total,2011,Total,Poblacion Matriculada,12.28400000000003
Tarija,Privado,Total,2011,Total,Poblacion Matriculada,1.014
Santa Cruz,Total,Total,2011,Total,Poblacion Matriculada,68.58899999999998
Santa Cruz,Público,Total,2011,Total,Poblacion Matriculada,56.68399999999991
Santa Cruz,Privado,Total,2011,Total,Poblacion Matriculada,11.904999999999992
Beni,Total,Total,2011,Total,Poblacion Matriculada,12.902999999999992
Beni,Público,Total,2011,Total,Poblacion Matriculada,11.699999999999973
Beni,Privado,Total,2011,Total,Poblacion Matriculada,1.2029999999999998
Pando,Total,Total,2011,Total,Poblacion Matriculada,2.872999999999999
Pando,Público,Total,2011,Total,Poblacion Matriculada,2.6789999999999994
Pando,Privado,Total,2011,Total,Poblacion Matriculada,0.19400000000000006
Pando,Total,PRIMARIA,2011,Total,Poblacion Matriculada,1389.7089999999828
Pando,Público,Total,2011,Total,Poblacion Matriculada,1272.1650000000027
Pando,Privado,Total,2011,Total,Poblacion Matriculada,117.54399999999981
Chuquisaca,Total,Total,2011,Total,Poblacion Matriculada,88.56500000000057
Chuquisaca,Público,Total,2011,Total,Poblacion Matriculada,83.71100000000045
Chuquisaca,Privado,Total,2011,Total,Poblacion Matriculada,4.853999999999998
La Paz,Total,Total,2011,Total,Poblacion Matriculada,345.52899999999835
La Paz,Público,Total,2011,Total,Poblacion Matriculada,310.1039999999998
La Paz,Privado,Total,2011,Total,Poblacion Matriculada,35.42499999999998
Cochabamba,Total,Total,2011,Total,Poblacion Matriculada,264.41299999999814
Cochabamba,Público,Total,2011,Total,Poblacion Matriculada,242.1870000000002
Cochabamba,Privado,Total,2011,Total,Poblacion Matriculada,22.225999999999978
Oruro,Total,Total,2011,Total,Poblacion Matriculada,59.691000000000024
Oruro,Público,Total,2011,Total,Poblacion Matriculada,56.235000000000184
Oruro,Privado,Total,2011,Total,Poblacion Matriculada,3.4560000000000017
Potosí,Total,Total,2011,Total,Poblacion Matriculada,118.82900000000025
Potosí,Público,Total,2011,Total,Poblacion Matriculada,116.69700000000027
Potosí,Privado,Total,2011,Total,Poblacion Matriculada,2.132000000000001
Tarija,Total,Total,2011,Total,Poblacion Matriculada,61.03299999999992
Tarija,Público,Total,2011,Total,Poblacion Matriculada,57.56400000000003
Tarija,Privado,Total,2011,Total,Poblacion Matriculada,3.468999999999999
Santa Cruz,Total,Total,2011,Total,Poblacion Matriculada,365.37599999999895
Santa Cruz,Público,Total,2011,Total,Poblacion Matriculada,324.48699999999866
Santa Cruz,Privado,Total,2011,Total,Poblacion Matriculada,40.889000000000145
Beni,Total,Total,2011,Total,Poblacion Matriculada,71.71300000000018
Beni,Público,Total,2011,Total,Poblacion Matriculada,67.52
Beni,Privado,Total,2011,Total,Poblacion Matriculada,4.193000000000005
Pando,Total,Total,2011,Total,Poblacion Matriculada,14.559999999999961
Pando,Público,Total,2011,Total,Poblacion Matriculada,13.659999999999979
Pando,Privado,Total,2011,Total,Poblacion Matriculada,0.9000000000000004
Pando,Total,SECUNDARIA,2011,Total,Poblacion Matriculada,1059.97999999998
Pando,Público,Total,2011,Total,Poblacion Matriculada,921.6489999999775
Pando,Privado,Total,2011,Total,Poblacion Matriculada,138.33099999999914
Chuquisaca,Total,Total,2011,Total,Poblacion Matriculada,56.66300000000012
Chuquisaca,Público,Total,2011,Total,Poblacion Matriculada,50.658999999999935
Chuquisaca,Privado,Total,2011,Total,Poblacion Matriculada,6.004000000000007
La Paz,Total,Total,2011,Total,Poblacion Matriculada,309.5890000000018
La Paz,Público,Total,2011,Total,Poblacion Matriculada,264.6769999999965
La Paz,Privado,Total,2011,Total,Poblacion Matriculada,44.9120000000002
Cochabamba,Total,Total,2011,Total,Poblacion Matriculada,190.0130000000006
Cochabamba,Público,Total,2011,Total,Poblacion Matriculada,165.21300000000107
Cochabamba,Privado,Total,2011,Total,Poblacion Matriculada,24.800000000000008
Oruro,Total,Total,2011,Total,Poblacion Matriculada,51.26000000000003
Oruro,Público,Total,2011,Total,Poblacion Matriculada,46.94099999999985
Oruro,Privado,Total,2011,Total,Poblacion Matriculada,4.318999999999999
Potosí,Total,Total,2011,Total,Poblacion Matriculada,77.04999999999995
Potosí,Público,Total,2011,Total,Poblacion Matriculada,73.94699999999993
Potosí,Privado,Total,2011,Total,Poblacion Matriculada,3.102999999999997
Tarija,Total,Total,2011,Total,Poblacion Matriculada,50.23700000000017
Tarija,Público,Total,2011,Total,Poblacion Matriculada,46.115999999999815
Tarija,Privado,Total,2011,Total,Poblacion Matriculada,4.120999999999994
Santa Cruz,Total,Total,2011,Total,Poblacion Matriculada,271.4609999999994
Santa Cruz,Público,Total,2011,Total,Poblacion Matriculada,226.0949999999988
Santa Cruz,Privado,Total,2011,Total,Poblacion Matriculada,45.36599999999999
Beni,Total,Total,2011,Total,Poblacion Matriculada,46.59400000000022
Beni,Público,Total,2011,Total,Poblacion Matriculada,41.73200000000002
Beni,Privado,Total,2011,Total,Poblacion Matriculada,4.861999999999995
Pando,Total,Total,2011,Total,Poblacion Matriculada,7.112999999999992
Pando,Público,Total,2011,Total,Poblacion Matriculada,6.269000000000005
Pando,Privado,Total,2011,Total,Poblacion Matriculada,0.8439999999999995
BOLIVIA,Total,Total,2011,Hombres,Poblacion Matriculada,1384.8359999999707
BOLIVIA,Público,Total,2011,Hombres,Poblacion Matriculada,1237.272000000009
BOLIVIA,Privado,Total,2011,Hombres,Poblacion Matriculada,147.56400000000096
Chuquisaca,Total,Total,2011,Hombres,Poblacion Matriculada,81.48800000000031
Chuquisaca,Público,Total,2011,Hombres,Poblacion Matriculada,75.48300000000017
Chuquisaca,Privado,Total,2011,Hombres,Poblacion Matriculada,6.005000000000006
La Paz,Total,Total,2011,Hombres,Poblacion Matriculada,367.01799999999855
La Paz,Público,Total,2011,Hombres,Poblacion Matriculada,320.9490000000008
La Paz,Privado,Total,2011,Hombres,Poblacion Matriculada,46.068999999999924
Cochabamba,Total,Total,2011,Hombres,Poblacion Matriculada,256.6859999999996
Cochabamba,Público,Total,2011,Hombres,Poblacion Matriculada,228.95899999999887
Cochabamba,Privado,Total,2011,Hombres,Poblacion Matriculada,27.72700000000001
Oruro,Total,Total,2011,Hombres,Poblacion Matriculada,62.829
Oruro,Público,Total,2011,Hombres,Poblacion Matriculada,58.33100000000021
Oruro,Privado,Total,2011,Hombres,Poblacion Matriculada,4.497999999999999
Potosí,Total,Total,2011,Hombres,Poblacion Matriculada,115.22600000000004
Potosí,Público,Total,2011,Hombres,Poblacion Matriculada,112.1050000000007
Potosí,Privado,Total,2011,Hombres,Poblacion Matriculada,3.120999999999999
Tarija,Total,Total,2011,Hombres,Poblacion Matriculada,63.05100000000007
Tarija,Público,Total,2011,Hombres,Poblacion Matriculada,58.501999999999924
Tarija,Privado,Total,2011,Hombres,Poblacion Matriculada,4.5489999999999995
Santa Cruz,Total,Total,2011,Hombres,Poblacion Matriculada,357.58800000000195
Santa Cruz,Público,Total,2011,Hombres,Poblacion Matriculada,308.10299999999796
Santa Cruz,Privado,Total,2011,Hombres,Poblacion Matriculada,49.484999999999935
Beni,Total,Total,2011,Hombres,Poblacion Matriculada,68.09499999999983
Beni,Público,Total,2011,Hombres,Poblacion Matriculada,62.978000000000094
Beni,Privado,Total,2011,Hombres,Poblacion Matriculada,5.117000000000003
Pando,Total,Total,2011,Hombres,Poblacion Matriculada,12.855000000000013
Pando,Público,Total,2011,Hombres,Poblacion Matriculada,11.861999999999993
Pando,Privado,Total,2011,Hombres,Poblacion Matriculada,0.9929999999999997
Pando,Total,INICIAL,2011,Hombres,Poblacion Matriculada,131.94699999999995
Pando,Público,Total,2011,Hombres,Poblacion Matriculada,114.98700000000034
Pando,Privado,Total,2011,Hombres,Poblacion Matriculada,16.96000000000001
Chuquisaca,Total,Total,2011,Hombres,Poblacion Matriculada,7.130000000000001
Chuquisaca,Público,Total,2011,Hombres,Poblacion Matriculada,6.647000000000013
Chuquisaca,Privado,Total,2011,Hombres,Poblacion Matriculada,0.4829999999999999
La Paz,Total,Total,2011,Hombres,Poblacion Matriculada,31.68899999999994
La Paz,Público,Total,2011,Hombres,Poblacion Matriculada,27.012000000000047
La Paz,Privado,Total,2011,Hombres,Poblacion Matriculada,4.6770000000000005
Cochabamba,Total,Total,2011,Hombres,Poblacion Matriculada,23.441000000000006
Cochabamba,Público,Total,2011,Hombres,Poblacion Matriculada,19.689000000000025
Cochabamba,Privado,Total,2011,Hombres,Poblacion Matriculada,3.7519999999999984
Oruro,Total,Total,2011,Hombres,Poblacion Matriculada,5.891000000000005
Oruro,Público,Total,2011,Hombres,Poblacion Matriculada,5.440000000000004
Oruro,Privado,Total,2011,Hombres,Poblacion Matriculada,0.45099999999999996
Potosí,Total,Total,2011,Hombres,Poblacion Matriculada,13.934999999999995
Potosí,Público,Total,2011,Hombres,Poblacion Matriculada,13.563999999999984
Potosí,Privado,Total,2011,Hombres,Poblacion Matriculada,0.371
Tarija,Total,Total,2011,Hombres,Poblacion Matriculada,6.844999999999996
Tarija,Público,Total,2011,Hombres,Poblacion Matriculada,6.304999999999996
Tarija,Privado,Total,2011,Hombres,Poblacion Matriculada,0.5400000000000001
Santa Cruz,Total,Total,2011,Hombres,Poblacion Matriculada,34.90900000000003
Santa Cruz,Público,Total,2011,Hombres,Poblacion Matriculada,28.942999999999948
Santa Cruz,Privado,Total,2011,Hombres,Poblacion Matriculada,5.965999999999995
Beni,Total,Total,2011,Hombres,Poblacion Matriculada,6.655999999999998
Beni,Público,Total,2011,Hombres,Poblacion Matriculada,6.033999999999995
Beni,Privado,Total,2011,Hombres,Poblacion Matriculada,0.622
Pando,Total,Total,2011,Hombres,Poblacion Matriculada,1.4509999999999998
Pando,Público,Total,2011,Hombres,Poblacion Matriculada,1.3529999999999998
Pando,Privado,Total,2011,Hombres,Poblacion Matriculada,0.09799999999999999
Pando,Total,PRIMARIA,2011,Hombres,Poblacion Matriculada,713.8650000000052
Pando,Público,Total,2011,Hombres,Poblacion Matriculada,653.5329999999993
Pando,Privado,Total,2011,Hombres,Poblacion Matriculada,60.33200000000039
Chuquisaca,Total,Total,2011,Hombres,Poblacion Matriculada,45.259999999999856
Chuquisaca,Público,Total,2011,Hombres,Poblacion Matriculada,42.79799999999993
Chuquisaca,Privado,Total,2011,Hombres,Poblacion Matriculada,2.4620000000000015
La Paz,Total,Total,2011,Hombres,Poblacion Matriculada,176.10799999999875
La Paz,Público,Total,2011,Hombres,Poblacion Matriculada,157.99799999999988
La Paz,Privado,Total,2011,Hombres,Poblacion Matriculada,18.11000000000001
Cochabamba,Total,Total,2011,Hombres,Poblacion Matriculada,135.97599999999954
Cochabamba,Público,Total,2011,Hombres,Poblacion Matriculada,124.58699999999969
Cochabamba,Privado,Total,2011,Hombres,Poblacion Matriculada,11.388999999999998
Oruro,Total,Total,2011,Hombres,Poblacion Matriculada,30.596999999999944
Oruro,Público,Total,2011,Hombres,Poblacion Matriculada,28.778000000000013
Oruro,Privado,Total,2011,Hombres,Poblacion Matriculada,1.819
Potosí,Total,Total,2011,Hombres,Poblacion Matriculada,60.575000000000294
Potosí,Público,Total,2011,Hombres,Poblacion Matriculada,59.38199999999981
Potosí,Privado,Total,2011,Hombres,Poblacion Matriculada,1.1929999999999998
Tarija,Total,Total,2011,Hombres,Poblacion Matriculada,31.54100000000005
Tarija,Público,Total,2011,Hombres,Poblacion Matriculada,29.684999999999967
Tarija,Privado,Total,2011,Hombres,Poblacion Matriculada,1.8559999999999999
Santa Cruz,Total,Total,2011,Hombres,Poblacion Matriculada,188.60499999999797
Santa Cruz,Público,Total,2011,Hombres,Poblacion Matriculada,167.68700000000058
Santa Cruz,Privado,Total,2011,Hombres,Poblacion Matriculada,20.917999999999935
Beni,Total,Total,2011,Hombres,Poblacion Matriculada,37.497000000000035
Beni,Público,Total,2011,Hombres,Poblacion Matriculada,35.369999999999955
Beni,Privado,Total,2011,Hombres,Poblacion Matriculada,2.127
Pando,Total,Total,2011,Hombres,Poblacion Matriculada,7.7059999999999995
Pando,Público,Total,2011,Hombres,Poblacion Matriculada,7.247999999999991
Pando,Privado,Total,2011,Hombres,Poblacion Matriculada,0.4580000000000001
Pando,Total,SECUNDARIA,2011,Hombres,Poblacion Matriculada,539.0240000000124
Pando,Público,Total,2011,Hombres,Poblacion Matriculada,468.7519999999956
Pando,Privado,Total,2011,Hombres,Poblacion Matriculada,70.27199999999979
Chuquisaca,Total,Total,2011,Hombres,Poblacion Matriculada,29.098000000000052
Chuquisaca,Público,Total,2011,Hombres,Poblacion Matriculada,26.038000000000014
Chuquisaca,Privado,Total,2011,Hombres,Poblacion Matriculada,3.059999999999997
La Paz,Total,Total,2011,Hombres,Poblacion Matriculada,159.22100000000032
La Paz,Público,Total,2011,Hombres,Poblacion Matriculada,135.93899999999985
La Paz,Privado,Total,2011,Hombres,Poblacion Matriculada,23.28200000000002
Cochabamba,Total,Total,2011,Hombres,Poblacion Matriculada,97.26899999999942
Cochabamba,Público,Total,2011,Hombres,Poblacion Matriculada,84.68299999999945
Cochabamba,Privado,Total,2011,Hombres,Poblacion Matriculada,12.586000000000015
Oruro,Total,Total,2011,Hombres,Poblacion Matriculada,26.340999999999948
Oruro,Público,Total,2011,Hombres,Poblacion Matriculada,24.113000000000042
Oruro,Privado,Total,2011,Hombres,Poblacion Matriculada,2.227999999999999
Potosí,Total,Total,2011,Hombres,Poblacion Matriculada,40.71600000000009
Potosí,Público,Total,2011,Hombres,Poblacion Matriculada,39.15899999999996
Potosí,Privado,Total,2011,Hombres,Poblacion Matriculada,1.5569999999999997
Tarija,Total,Total,2011,Hombres,Poblacion Matriculada,24.665000000000017
Tarija,Público,Total,2011,Hombres,Poblacion Matriculada,22.511999999999997
Tarija,Privado,Total,2011,Hombres,Poblacion Matriculada,2.1529999999999987
Santa Cruz,Total,Total,2011,Hombres,Poblacion Matriculada,134.07399999999896
Santa Cruz,Público,Total,2011,Hombres,Poblacion Matriculada,111.47300000000075
Santa Cruz,Privado,Total,2011,Hombres,Poblacion Matriculada,22.60099999999998
Beni,Total,Total,2011,Hombres,Poblacion Matriculada,23.942000000000046
Beni,Público,Total,2011,Hombres,Poblacion Matriculada,21.57399999999997
Beni,Privado,Total,2011,Hombres,Poblacion Matriculada,2.3680000000000017
Pando,Total,Total,2011,Hombres,Poblacion Matriculada,3.698000000000002
Pando,Público,Total,2011,Hombres,Poblacion Matriculada,3.261000000000001
Pando,Privado,Total,2011,Hombres,Poblacion Matriculada,0.4370000000000001
BOLIVIA,Total,Total,2011,Mujeres,Poblacion Matriculada,1322.9739999999906
BOLIVIA,Público,Total,2011,Mujeres,Poblacion Matriculada,1181.4049999999977
BOLIVIA,Privado,Total,2011,Mujeres,Poblacion Matriculada,141.56899999999956
Chuquisaca,Total,Total,2011,Mujeres,Poblacion Matriculada,77.73500000000004
Chuquisaca,Público,Total,2011,Mujeres,Poblacion Matriculada,71.92999999999995
Chuquisaca,Privado,Total,2011,Mujeres,Poblacion Matriculada,5.804999999999991
La Paz,Total,Total,2011,Mujeres,Poblacion Matriculada,350.37100000000027
La Paz,Público,Total,2011,Mujeres,Poblacion Matriculada,306.87900000000246
La Paz,Privado,Total,2011,Mujeres,Poblacion Matriculada,43.49200000000001
Cochabamba,Total,Total,2011,Mujeres,Poblacion Matriculada,243.08799999999968
Cochabamba,Público,Total,2011,Mujeres,Poblacion Matriculada,216.6070000000006
Cochabamba,Privado,Total,2011,Mujeres,Poblacion Matriculada,26.48099999999997
Oruro,Total,Total,2011,Mujeres,Poblacion Matriculada,59.62799999999971
Oruro,Público,Total,2011,Mujeres,Poblacion Matriculada,55.47199999999988
Oruro,Privado,Total,2011,Mujeres,Poblacion Matriculada,4.156000000000003
Potosí,Total,Total,2011,Mujeres,Poblacion Matriculada,107.99099999999994
Potosí,Público,Total,2011,Mujeres,Poblacion Matriculada,105.17200000000012
Potosí,Privado,Total,2011,Mujeres,Poblacion Matriculada,2.8190000000000004
Tarija,Total,Total,2011,Mujeres,Poblacion Matriculada,61.5169999999996
Tarija,Público,Total,2011,Mujeres,Poblacion Matriculada,57.46200000000017
Tarija,Privado,Total,2011,Mujeres,Poblacion Matriculada,4.055000000000002
Santa Cruz,Total,Total,2011,Mujeres,Poblacion Matriculada,347.8380000000013
Santa Cruz,Público,Total,2011,Mujeres,Poblacion Matriculada,299.1629999999999
Santa Cruz,Privado,Total,2011,Mujeres,Poblacion Matriculada,48.67500000000032
Beni,Total,Total,2011,Mujeres,Poblacion Matriculada,63.11499999999991
Beni,Público,Total,2011,Mujeres,Poblacion Matriculada,57.97400000000006
Beni,Privado,Total,2011,Mujeres,Poblacion Matriculada,5.140999999999996
Pando,Total,Total,2011,Mujeres,Poblacion Matriculada,11.690999999999988
Pando,Público,Total,2011,Mujeres,Poblacion Matriculada,10.746
Pando,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.9450000000000004
Pando,Total,INICIAL,2011,Mujeres,Poblacion Matriculada,126.17400000000046
Pando,Público,Total,2011,Mujeres,Poblacion Matriculada,109.87599999999988
Pando,Privado,Total,2011,Mujeres,Poblacion Matriculada,16.297999999999995
Chuquisaca,Total,Total,2011,Mujeres,Poblacion Matriculada,6.8650000000000055
Chuquisaca,Público,Total,2011,Mujeres,Poblacion Matriculada,6.396000000000002
Chuquisaca,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.469
La Paz,Total,Total,2011,Mujeres,Poblacion Matriculada,30.581999999999987
La Paz,Público,Total,2011,Mujeres,Poblacion Matriculada,26.035000000000043
La Paz,Privado,Total,2011,Mujeres,Poblacion Matriculada,4.547000000000001
Cochabamba,Total,Total,2011,Mujeres,Poblacion Matriculada,21.906999999999993
Cochabamba,Público,Total,2011,Mujeres,Poblacion Matriculada,18.47700000000002
Cochabamba,Privado,Total,2011,Mujeres,Poblacion Matriculada,3.4300000000000033
Oruro,Total,Total,2011,Mujeres,Poblacion Matriculada,5.614999999999998
Oruro,Público,Total,2011,Mujeres,Poblacion Matriculada,5.187000000000005
Oruro,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.4279999999999999
Potosí,Total,Total,2011,Mujeres,Poblacion Matriculada,13.403000000000032
Potosí,Público,Total,2011,Mujeres,Poblacion Matriculada,13.069000000000017
Potosí,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.334
Tarija,Total,Total,2011,Mujeres,Poblacion Matriculada,6.4530000000000065
Tarija,Público,Total,2011,Mujeres,Poblacion Matriculada,5.978999999999996
Tarija,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.474
Santa Cruz,Total,Total,2011,Mujeres,Poblacion Matriculada,33.68000000000003
Santa Cruz,Público,Total,2011,Mujeres,Poblacion Matriculada,27.741
Santa Cruz,Privado,Total,2011,Mujeres,Poblacion Matriculada,5.938999999999989
Beni,Total,Total,2011,Mujeres,Poblacion Matriculada,6.246999999999998
Beni,Público,Total,2011,Mujeres,Poblacion Matriculada,5.666000000000005
Beni,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.5810000000000001
Pando,Total,Total,2011,Mujeres,Poblacion Matriculada,1.422
Pando,Público,Total,2011,Mujeres,Poblacion Matriculada,1.3260000000000007
Pando,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.09600000000000002
Pando,Total,PRIMARIA,2011,Mujeres,Poblacion Matriculada,675.8440000000096
Pando,Público,Total,2011,Mujeres,Poblacion Matriculada,618.6319999999964
Pando,Privado,Total,2011,Mujeres,Poblacion Matriculada,57.21199999999985
Chuquisaca,Total,Total,2011,Mujeres,Poblacion Matriculada,43.304999999999986
Chuquisaca,Público,Total,2011,Mujeres,Poblacion Matriculada,40.91299999999993
Chuquisaca,Privado,Total,2011,Mujeres,Poblacion Matriculada,2.3919999999999986
La Paz,Total,Total,2011,Mujeres,Poblacion Matriculada,169.42099999999863
La Paz,Público,Total,2011,Mujeres,Poblacion Matriculada,152.1060000000009
La Paz,Privado,Total,2011,Mujeres,Poblacion Matriculada,17.31500000000001
Cochabamba,Total,Total,2011,Mujeres,Poblacion Matriculada,128.43699999999913
Cochabamba,Público,Total,2011,Mujeres,Poblacion Matriculada,117.6000000000005
Cochabamba,Privado,Total,2011,Mujeres,Poblacion Matriculada,10.836999999999982
Oruro,Total,Total,2011,Mujeres,Poblacion Matriculada,29.094000000000054
Oruro,Público,Total,2011,Mujeres,Poblacion Matriculada,27.456999999999947
Oruro,Privado,Total,2011,Mujeres,Poblacion Matriculada,1.637000000000001
Potosí,Total,Total,2011,Mujeres,Poblacion Matriculada,58.254000000000175
Potosí,Público,Total,2011,Mujeres,Poblacion Matriculada,57.31500000000006
Potosí,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.9390000000000002
Tarija,Total,Total,2011,Mujeres,Poblacion Matriculada,29.49199999999998
Tarija,Público,Total,2011,Mujeres,Poblacion Matriculada,27.87900000000002
Tarija,Privado,Total,2011,Mujeres,Poblacion Matriculada,1.612999999999999
Santa Cruz,Total,Total,2011,Mujeres,Poblacion Matriculada,176.77099999999893
Santa Cruz,Público,Total,2011,Mujeres,Poblacion Matriculada,156.80000000000192
Santa Cruz,Privado,Total,2011,Mujeres,Poblacion Matriculada,19.971000000000032
Beni,Total,Total,2011,Mujeres,Poblacion Matriculada,34.21600000000012
Beni,Público,Total,2011,Mujeres,Poblacion Matriculada,32.14999999999997
Beni,Privado,Total,2011,Mujeres,Poblacion Matriculada,2.0659999999999994
Pando,Total,Total,2011,Mujeres,Poblacion Matriculada,6.8540000000000125
Pando,Público,Total,2011,Mujeres,Poblacion Matriculada,6.412000000000002
Pando,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.44200000000000006
Pando,Total,SECUNDARIA,2011,Mujeres,Poblacion Matriculada,520.9559999999955
Pando,Público,Total,2011,Mujeres,Poblacion Matriculada,452.897000000003
Pando,Privado,Total,2011,Mujeres,Poblacion Matriculada,68.05900000000028
Chuquisaca,Total,Total,2011,Mujeres,Poblacion Matriculada,27.564999999999987
Chuquisaca,Público,Total,2011,Mujeres,Poblacion Matriculada,24.620999999999974
Chuquisaca,Privado,Total,2011,Mujeres,Poblacion Matriculada,2.9440000000000017
La Paz,Total,Total,2011,Mujeres,Poblacion Matriculada,150.36800000000068
La Paz,Público,Total,2011,Mujeres,Poblacion Matriculada,128.73799999999957
La Paz,Privado,Total,2011,Mujeres,Poblacion Matriculada,21.63000000000005
Cochabamba,Total,Total,2011,Mujeres,Poblacion Matriculada,92.74399999999993
Cochabamba,Público,Total,2011,Mujeres,Poblacion Matriculada,80.53000000000038
Cochabamba,Privado,Total,2011,Mujeres,Poblacion Matriculada,12.213999999999997
Oruro,Total,Total,2011,Mujeres,Poblacion Matriculada,24.91899999999994
Oruro,Público,Total,2011,Mujeres,Poblacion Matriculada,22.827999999999935
Oruro,Privado,Total,2011,Mujeres,Poblacion Matriculada,2.0909999999999997
Potosí,Total,Total,2011,Mujeres,Poblacion Matriculada,36.33400000000007
Potosí,Público,Total,2011,Mujeres,Poblacion Matriculada,34.78800000000004
Potosí,Privado,Total,2011,Mujeres,Poblacion Matriculada,1.5460000000000005
Tarija,Total,Total,2011,Mujeres,Poblacion Matriculada,25.572000000000017
Tarija,Público,Total,2011,Mujeres,Poblacion Matriculada,23.60399999999995
Tarija,Privado,Total,2011,Mujeres,Poblacion Matriculada,1.9680000000000017
Santa Cruz,Total,Total,2011,Mujeres,Poblacion Matriculada,137.38700000000136
Santa Cruz,Público,Total,2011,Mujeres,Poblacion Matriculada,114.62199999999964
Santa Cruz,Privado,Total,2011,Mujeres,Poblacion Matriculada,22.76499999999999
Beni,Total,Total,2011,Mujeres,Poblacion Matriculada,22.651999999999962
Beni,Público,Total,2011,Mujeres,Poblacion Matriculada,20.157999999999994
Beni,Privado,Total,2011,Mujeres,Poblacion Matriculada,2.494000000000001
Pando,Total,Total,2011,Mujeres,Poblacion Matriculada,3.4150000000000005
Pando,Público,Total,2011,Mujeres,Poblacion Matriculada,3.0080000000000013
Pando,Privado,Total,2011,Mujeres,Poblacion Matriculada,0.40700000000000025
BOLIVIA,Total,Total,2012,Total,Poblacion Matriculada,2719.956
