department,sector,nivel,year,gender,indicator,value
BOLIVIA,Privado,Total,2013,Mujeres,Poblacion Matriculada,150.91000000000074
Chuquisaca,Total,Total,2013,Mujeres,Poblacion Matriculada,76.95499999999984
Chuquisaca,Público,Total,2013,Mujeres,Poblacion Matriculada,70.85100000000006
Chuquisaca,Privado,Total,2013,Mujeres,Poblacion Matriculada,6.104000000000005
La Paz,Total,Total,2013,Mujeres,Poblacion Matriculada,354.75000000000324
La Paz,Público,Total,2013,Mujeres,Poblacion Matriculada,308.805999999999
La Paz,Privado,Total,2013,Mujeres,Poblacion Matriculada,45.94400000000005
Cochabamba,Total,Total,2013,Mujeres,Poblacion Matriculada,247.68599999999873
Cochabamba,Público,Total,2013,Mujeres,Poblacion Matriculada,219.74499999999895
Cochabamba,Privado,Total,2013,Mujeres,Poblacion Matriculada,27.940999999999924
Oruro,Total,Total,2013,Mujeres,Poblacion Matriculada,61.972000000000016
Oruro,Público,Total,2013,Mujeres,Poblacion Matriculada,57.18999999999997
Oruro,Privado,Total,2013,Mujeres,Poblacion Matriculada,4.782000000000002
Potosí,Total,Total,2013,Mujeres,Poblacion Matriculada,107.18799999999978
Potosí,Público,Total,2013,Mujeres,Poblacion Matriculada,103.96200000000046
Potosí,Privado,Total,2013,Mujeres,Poblacion Matriculada,3.2260000000000018
Tarija,Total,Total,2013,Mujeres,Poblacion Matriculada,61.953999999999695
Tarija,Público,Total,2013,Mujeres,Poblacion Matriculada,57.676000000000045
Tarija,Privado,Total,2013,Mujeres,Poblacion Matriculada,4.277999999999998
Santa Cruz,Total,Total,2013,Mujeres,Poblacion Matriculada,354.9069999999995
Santa Cruz,Público,Total,2013,Mujeres,Poblacion Matriculada,302.861000000002
Santa Cruz,Privado,Total,2013,Mujeres,Poblacion Matriculada,52.045999999999985
Beni,Total,Total,2013,Mujeres,Poblacion Matriculada,63.314999999999706
Beni,Público,Total,2013,Mujeres,Poblacion Matriculada,57.86199999999989
Beni,Privado,Total,2013,Mujeres,Poblacion Matriculada,5.453000000000008
Pando,Total,Total,2013,Mujeres,Poblacion Matriculada,12.975000000000007
Pando,Público,Total,2013,Mujeres,Poblacion Matriculada,11.83900000000002
Pando,Privado,Total,2013,Mujeres,Poblacion Matriculada,1.136
Pando,Total,INICIAL,2013,Mujeres,Poblacion Matriculada,144.75399999999996
Pando,Público,Total,2013,Mujeres,Poblacion Matriculada,124.65299999999968
Pando,Privado,Total,2013,Mujeres,Poblacion Matriculada,20.101000000000063
Chuquisaca,Total,Total,2013,Mujeres,Poblacion Matriculada,7.406000000000003
Chuquisaca,Público,Total,2013,Mujeres,Poblacion Matriculada,6.834000000000006
Chuquisaca,Privado,Total,2013,Mujeres,Poblacion Matriculada,0.572
La Paz,Total,Total,2013,Mujeres,Poblacion Matriculada,37.11300000000006
La Paz,Público,Total,2013,Mujeres,Poblacion Matriculada,31.409999999999982
La Paz,Privado,Total,2013,Mujeres,Poblacion Matriculada,5.703
Cochabamba,Total,Total,2013,Mujeres,Poblacion Matriculada,24.274000000000008
Cochabamba,Público,Total,2013,Mujeres,Poblacion Matriculada,20.17500000000001
Cochabamba,Privado,Total,2013,Mujeres,Poblacion Matriculada,4.099000000000003
Oruro,Total,Total,2013,Mujeres,Poblacion Matriculada,7.265999999999993
Oruro,Público,Total,2013,Mujeres,Poblacion Matriculada,6.597999999999997
Oruro,Privado,Total,2013,Mujeres,Poblacion Matriculada,0.6680000000000001
Potosí,Total,Total,2013,Mujeres,Poblacion Matriculada,14.156
Potosí,Público,Total,2013,Mujeres,Poblacion Matriculada,13.672000000000004
Potosí,Privado,Total,2013,Mujeres,Poblacion Matriculada,0.48399999999999993
Tarija,Total,Total,2013,Mujeres,Poblacion Matriculada,7.310000000000005
Tarija,Público,Total,2013,Mujeres,Poblacion Matriculada,6.745000000000003
Tarija,Privado,Total,2013,Mujeres,Poblacion Matriculada,0.5650000000000002
Santa Cruz,Total,Total,2013,Mujeres,Poblacion Matriculada,38.104999999999954
Santa Cruz,Público,Total,2013,Mujeres,Poblacion Matriculada,30.916000000000004
Santa Cruz,Privado,Total,2013,Mujeres,Poblacion Matriculada,7.188999999999998
Beni,Total,Total,2013,Mujeres,Poblacion Matriculada,7.316999999999996
Beni,Público,Total,2013,Mujeres,Poblacion Matriculada,6.624
Beni,Privado,Total,2013,Mujeres,Poblacion Matriculada,0.693
Pando,Total,Total,2013,Mujeres,Poblacion Matriculada,1.8069999999999997
Pando,Público,Total,2013,Mujeres,Poblacion Matriculada,1.6789999999999996
Pando,Privado,Total,2013,Mujeres,Poblacion Matriculada,0.12800000000000003
Pando,Total,PRIMARIA,2013,Mujeres,Poblacion Matriculada,650.9670000000159
Pando,Público,Total,2013,Mujeres,Poblacion Matriculada,590.7460000000059
Pando,Privado,Total,2013,Mujeres,Poblacion Matriculada,60.221000000000075
Chuquisaca,Total,Total,2013,Mujeres,Poblacion Matriculada,40.259999999999735
Chuquisaca,Público,Total,2013,Mujeres,Poblacion Matriculada,37.711999999999804
Chuquisaca,Privado,Total,2013,Mujeres,Poblacion Matriculada,2.548
La Paz,Total,Total,2013,Mujeres,Poblacion Matriculada,162.13499999999993
La Paz,Público,Total,2013,Mujeres,Poblacion Matriculada,143.8960000000016
La Paz,Privado,Total,2013,Mujeres,Poblacion Matriculada,18.239000000000033
Cochabamba,Total,Total,2013,Mujeres,Poblacion Matriculada,123.33700000000117
Cochabamba,Público,Total,2013,Mujeres,Poblacion Matriculada,112.13899999999988
Cochabamba,Privado,Total,2013,Mujeres,Poblacion Matriculada,11.197999999999983
Oruro,Total,Total,2013,Mujeres,Poblacion Matriculada,28.592999999999996
Oruro,Público,Total,2013,Mujeres,Poblacion Matriculada,26.73700000000002
Oruro,Privado,Total,2013,Mujeres,Poblacion Matriculada,1.8560000000000014
Potosí,Total,Total,2013,Mujeres,Poblacion Matriculada,55.095999999999954
Potosí,Público,Total,2013,Mujeres,Poblacion Matriculada,54.020999999999965
Potosí,Privado,Total,2013,Mujeres,Poblacion Matriculada,1.0749999999999995
Tarija,Total,Total,2013,Mujeres,Poblacion Matriculada,28.434000000000044
Tarija,Público,Total,2013,Mujeres,Poblacion Matriculada,26.733999999999977
Tarija,Privado,Total,2013,Mujeres,Poblacion Matriculada,1.6999999999999995
Santa Cruz,Total,Total,2013,Mujeres,Poblacion Matriculada,173.35400000000004
Santa Cruz,Público,Total,2013,Mujeres,Poblacion Matriculada,152.4219999999996
Santa Cruz,Privado,Total,2013,Mujeres,Poblacion Matriculada,20.931999999999952
Beni,Total,Total,2013,Mujeres,Poblacion Matriculada,32.61099999999999
Beni,Público,Total,2013,Mujeres,Poblacion Matriculada,30.428000000000033
Beni,Privado,Total,2013,Mujeres,Poblacion Matriculada,2.1830000000000003
Pando,Total,Total,2013,Mujeres,Poblacion Matriculada,7.146999999999997
Pando,Público,Total,2013,Mujeres,Poblacion Matriculada,6.657000000000001
Pando,Privado,Total,2013,Mujeres,Poblacion Matriculada,0.49000000000000005
Pando,Total,SECUNDARIA,2013,Mujeres,Poblacion Matriculada,545.9809999999982
Pando,Público,Total,2013,Mujeres,Poblacion Matriculada,475.3929999999869
Pando,Privado,Total,2013,Mujeres,Poblacion Matriculada,70.5880000000006
Chuquisaca,Total,Total,2013,Mujeres,Poblacion Matriculada,29.289000000000012
Chuquisaca,Público,Total,2013,Mujeres,Poblacion Matriculada,26.30500000000002
Chuquisaca,Privado,Total,2013,Mujeres,Poblacion Matriculada,2.983999999999999
La Paz,Total,Total,2013,Mujeres,Poblacion Matriculada,155.502
La Paz,Público,Total,2013,Mujeres,Poblacion Matriculada,133.50000000000068
La Paz,Privado,Total,2013,Mujeres,Poblacion Matriculada,22.002000000000045
Cochabamba,Total,Total,2013,Mujeres,Poblacion Matriculada,100.07500000000037
Cochabamba,Público,Total,2013,Mujeres,Poblacion Matriculada,87.43100000000034
Cochabamba,Privado,Total,2013,Mujeres,Poblacion Matriculada,12.643999999999965
Oruro,Total,Total,2013,Mujeres,Poblacion Matriculada,26.112999999999985
Oruro,Público,Total,2013,Mujeres,Poblacion Matriculada,23.854999999999915
Oruro,Privado,Total,2013,Mujeres,Poblacion Matriculada,2.258
Potosí,Total,Total,2013,Mujeres,Poblacion Matriculada,37.936000000000085
Potosí,Público,Total,2013,Mujeres,Poblacion Matriculada,36.26900000000007
Potosí,Privado,Total,2013,Mujeres,Poblacion Matriculada,1.6670000000000003
Tarija,Total,Total,2013,Mujeres,Poblacion Matriculada,26.209999999999987
Tarija,Público,Total,2013,Mujeres,Poblacion Matriculada,24.197000000000003
Tarija,Privado,Total,2013,Mujeres,Poblacion Matriculada,2.0130000000000003
Santa Cruz,Total,Total,2013,Mujeres,Poblacion Matriculada,143.44800000000154
Santa Cruz,Público,Total,2013,Mujeres,Poblacion Matriculada,119.5230000000006
Santa Cruz,Privado,Total,2013,Mujeres,Poblacion Matriculada,23.92499999999996
Beni,Total,Total,2013,Mujeres,Poblacion Matriculada,23.387000000000015
Beni,Público,Total,2013,Mujeres,Poblacion Matriculada,20.810000000000013
Beni,Privado,Total,2013,Mujeres,Poblacion Matriculada,2.577000000000001
Pando,Total,Total,2013,Mujeres,Poblacion Matriculada,4.021000000000002
Pando,Público,Total,2013,Mujeres,Poblacion Matriculada,3.502999999999997
Pando,Privado,Total,2013,Mujeres,Poblacion Matriculada,0.5180000000000003
BOLIVIA,Total,Total,2014,Total,Poblacion Matriculada,2783.894000000048
BOLIVIA,Público,Total,2014,Total,Poblacion Matriculada,2469.989000000012
BOLIVIA,Privado,Total,2014,Total,Poblacion Matriculada,313.90500000000105
Chuquisaca,Total,Total,2014,Total,Poblacion Matriculada,157.7949999999999
Chuquisaca,Público,Total,2014,Total,Poblacion Matriculada,145.26199999999963
Chuquisaca,Privado,Total,2014,Total,Poblacion Matriculada,12.532999999999998
La Paz,Total,Total,2014,Total,Poblacion Matriculada,730.8889999999968
La Paz,Público,Total,2014,Total,Poblacion Matriculada,634.5880000000046
La Paz,Privado,Total,2014,Total,Poblacion Matriculada,96.3009999999997
Cochabamba,Total,Total,2014,Total,Poblacion Matriculada,516.1879999999964
Cochabamba,Público,Total,2014,Total,Poblacion Matriculada,457.59900000000084
Cochabamba,Privado,Total,2014,Total,Poblacion Matriculada,58.588999999999764
Oruro,Total,Total,2014,Total,Poblacion Matriculada,130.1290000000003
Oruro,Público,Total,2014,Total,Poblacion Matriculada,119.84799999999998
Oruro,Privado,Total,2014,Total,Poblacion Matriculada,10.281000000000018
Potosí,Total,Total,2014,Total,Poblacion Matriculada,222.25399999999848
Potosí,Público,Total,2014,Total,Poblacion Matriculada,215.1990000000023
Potosí,Privado,Total,2014,Total,Poblacion Matriculada,7.054999999999993
Tarija,Total,Total,2014,Total,Poblacion Matriculada,127.20100000000132
Tarija,Público,Total,2014,Total,Poblacion Matriculada,117.76899999999927
Tarija,Privado,Total,2014,Total,Poblacion Matriculada,9.431999999999974
Santa Cruz,Total,Total,2014,Total,Poblacion Matriculada,736.7050000000107
Santa Cruz,Público,Total,2014,Total,Poblacion Matriculada,630.8939999999909
Santa Cruz,Privado,Total,2014,Total,Poblacion Matriculada,105.81099999999992
Beni,Total,Total,2014,Total,Poblacion Matriculada,133.84699999999955
Beni,Público,Total,2014,Total,Poblacion Matriculada,122.5370000000001
Beni,Privado,Total,2014,Total,Poblacion Matriculada,11.309999999999995
Pando,Total,Total,2014,Total,Poblacion Matriculada,28.88599999999996
Pando,Público,Total,2014,Total,Poblacion Matriculada,26.29300000000001
Pando,Privado,Total,2014,Total,Poblacion Matriculada,2.593000000000001
Pando,Total,INICIAL,2014,Total,Poblacion Matriculada,317.25599999999895
Pando,Público,Total,2014,Total,Poblacion Matriculada,272.9310000000003
Pando,Privado,Total,2014,Total,Poblacion Matriculada,44.324999999999996
Chuquisaca,Total,Total,2014,Total,Poblacion Matriculada,16.33199999999999
Chuquisaca,Público,Total,2014,Total,Poblacion Matriculada,15.086999999999996
Chuquisaca,Privado,Total,2014,Total,Poblacion Matriculada,1.2449999999999994
La Paz,Total,Total,2014,Total,Poblacion Matriculada,81.36200000000005
La Paz,Público,Total,2014,Total,Poblacion Matriculada,68.60399999999998
La Paz,Privado,Total,2014,Total,Poblacion Matriculada,12.757999999999994
Cochabamba,Total,Total,2014,Total,Poblacion Matriculada,53.407999999999966
Cochabamba,Público,Total,2014,Total,Poblacion Matriculada,44.597999999999935
Cochabamba,Privado,Total,2014,Total,Poblacion Matriculada,8.809999999999992
Oruro,Total,Total,2014,Total,Poblacion Matriculada,16.258000000000006
Oruro,Público,Total,2014,Total,Poblacion Matriculada,14.796999999999981
Oruro,Privado,Total,2014,Total,Poblacion Matriculada,1.4610000000000003
Potosí,Total,Total,2014,Total,Poblacion Matriculada,29.97900000000004
Potosí,Público,Total,2014,Total,Poblacion Matriculada,28.904000000000032
Potosí,Privado,Total,2014,Total,Poblacion Matriculada,1.075
Tarija,Total,Total,2014,Total,Poblacion Matriculada,16.012999999999987
Tarija,Público,Total,2014,Total,Poblacion Matriculada,14.656000000000004
Tarija,Privado,Total,2014,Total,Poblacion Matriculada,1.3569999999999998
Santa Cruz,Total,Total,2014,Total,Poblacion Matriculada,84.17899999999999
Santa Cruz,Público,Total,2014,Total,Poblacion Matriculada,68.57200000000005
Santa Cruz,Privado,Total,2014,Total,Poblacion Matriculada,15.607000000000014
Beni,Total,Total,2014,Total,Poblacion Matriculada,15.490999999999968
Beni,Público,Total,2014,Total,Poblacion Matriculada,13.87199999999999
Beni,Privado,Total,2014,Total,Poblacion Matriculada,1.6189999999999996
Pando,Total,Total,2014,Total,Poblacion Matriculada,4.233999999999999
Pando,Público,Total,2014,Total,Poblacion Matriculada,3.8409999999999975
Pando,Privado,Total,2014,Total,Poblacion Matriculada,0.3930000000000001
Pando,Total,PRIMARIA,2014,Total,Poblacion Matriculada,1335.0129999999624
Pando,Público,Total,2014,Total,Poblacion Matriculada,1208.0880000000388
Pando,Privado,Total,2014,Total,Poblacion Matriculada,126.92499999999936
Chuquisaca,Total,Total,2014,Total,Poblacion Matriculada,79.87799999999996
Chuquisaca,Público,Total,2014,Total,Poblacion Matriculada,74.65299999999978
Chuquisaca,Privado,Total,2014,Total,Poblacion Matriculada,5.2250000000000005
La Paz,Total,Total,2014,Total,Poblacion Matriculada,327.4810000000002
La Paz,Público,Total,2014,Total,Poblacion Matriculada,289.092999999999
La Paz,Privado,Total,2014,Total,Poblacion Matriculada,38.388000000000154
Cochabamba,Total,Total,2014,Total,Poblacion Matriculada,253.03100000000254
Cochabamba,Público,Total,2014,Total,Poblacion Matriculada,229.2839999999992
Cochabamba,Privado,Total,2014,Total,Poblacion Matriculada,23.747000000000025
Oruro,Total,Total,2014,Total,Poblacion Matriculada,58.856999999999886
Oruro,Público,Total,2014,Total,Poblacion Matriculada,54.70199999999992
Oruro,Privado,Total,2014,Total,Poblacion Matriculada,4.155000000000006
Potosí,Total,Total,2014,Total,Poblacion Matriculada,109.78399999999928
Potosí,Público,Total,2014,Total,Poblacion Matriculada,107.18399999999994
Potosí,Privado,Total,2014,Total,Poblacion Matriculada,2.6000000000000005
Tarija,Total,Total,2014,Total,Poblacion Matriculada,59.08100000000007
Tarija,Público,Total,2014,Total,Poblacion Matriculada,55.14900000000004
Tarija,Privado,Total,2014,Total,Poblacion Matriculada,3.9319999999999973
Santa Cruz,Total,Total,2014,Total,Poblacion Matriculada,362.0920000000011
Santa Cruz,Público,Total,2014,Total,Poblacion Matriculada,319.0540000000005
Santa Cruz,Privado,Total,2014,Total,Poblacion Matriculada,43.03799999999994
Beni,Total,Total,2014,Total,Poblacion Matriculada,69.53999999999984
Beni,Público,Total,2014,Total,Poblacion Matriculada,64.7870000000002
Beni,Privado,Total,2014,Total,Poblacion Matriculada,4.752999999999999
Pando,Total,Total,2014,Total,Poblacion Matriculada,15.26900000000005
Pando,Público,Total,2014,Total,Poblacion Matriculada,14.182000000000045
Pando,Privado,Total,2014,Total,Poblacion Matriculada,1.0870000000000006
Pando,Total,SECUNDARIA,2014,Total,Poblacion Matriculada,1131.6249999999898
Pando,Público,Total,2014,Total,Poblacion Matriculada,988.97
Pando,Privado,Total,2014,Total,Poblacion Matriculada,142.65500000000026
Chuquisaca,Total,Total,2014,Total,Poblacion Matriculada,61.58500000000023
Chuquisaca,Público,Total,2014,Total,Poblacion Matriculada,55.522000000000126
Chuquisaca,Privado,Total,2014,Total,Poblacion Matriculada,6.063000000000006
La Paz,Total,Total,2014,Total,Poblacion Matriculada,322.0460000000045
La Paz,Público,Total,2014,Total,Poblacion Matriculada,276.8909999999995
La Paz,Privado,Total,2014,Total,Poblacion Matriculada,45.154999999999916
Cochabamba,Total,Total,2014,Total,Poblacion Matriculada,209.74899999999815
Cochabamba,Público,Total,2014,Total,Poblacion Matriculada,183.71700000000052
Cochabamba,Privado,Total,2014,Total,Poblacion Matriculada,26.031999999999943
Oruro,Total,Total,2014,Total,Poblacion Matriculada,55.01399999999991
Oruro,Público,Total,2014,Total,Poblacion Matriculada,50.348999999999954
Oruro,Privado,Total,2014,Total,Poblacion Matriculada,4.664999999999997
Potosí,Total,Total,2014,Total,Poblacion Matriculada,82.49100000000048
Potosí,Público,Total,2014,Total,Poblacion Matriculada,79.1109999999999
Potosí,Privado,Total,2014,Total,Poblacion Matriculada,3.380000000000002
Tarija,Total,Total,2014,Total,Poblacion Matriculada,52.10699999999984
Tarija,Público,Total,2014,Total,Poblacion Matriculada,47.96400000000002
Tarija,Privado,Total,2014,Total,Poblacion Matriculada,4.142999999999999
Santa Cruz,Total,Total,2014,Total,Poblacion Matriculada,290.4340000000015
Santa Cruz,Público,Total,2014,Total,Poblacion Matriculada,243.26799999999946
Santa Cruz,Privado,Total,2014,Total,Poblacion Matriculada,47.16599999999998
Beni,Total,Total,2014,Total,Poblacion Matriculada,48.816000000000095
Beni,Público,Total,2014,Total,Poblacion Matriculada,43.878000000000036
Beni,Privado,Total,2014,Total,Poblacion Matriculada,4.937999999999998
Pando,Total,Total,2014,Total,Poblacion Matriculada,9.382999999999987
Pando,Público,Total,2014,Total,Poblacion Matriculada,8.269999999999987
Pando,Privado,Total,2014,Total,Poblacion Matriculada,1.113
BOLIVIA,Total,Total,2014,Hombres,Poblacion Matriculada,1429.7000000000105
BOLIVIA,Público,Total,2014,Hombres,Poblacion Matriculada,1268.4889999999707
BOLIVIA,Privado,Total,2014,Hombres,Poblacion Matriculada,161.21099999999953
Chuquisaca,Total,Total,2014,Hombres,Poblacion Matriculada,80.78700000000057
Chuquisaca,Público,Total,2014,Hombres,Poblacion Matriculada,74.4250000000001
Chuquisaca,Privado,Total,2014,Hombres,Poblacion Matriculada,6.3619999999999886
La Paz,Total,Total,2014,Hombres,Poblacion Matriculada,374.7059999999986
La Paz,Público,Total,2014,Hombres,Poblacion Matriculada,325.0120000000026
La Paz,Privado,Total,2014,Hombres,Poblacion Matriculada,49.69399999999993
Cochabamba,Total,Total,2014,Hombres,Poblacion Matriculada,265.79399999999896
Cochabamba,Público,Total,2014,Hombres,Poblacion Matriculada,235.52500000000109
Cochabamba,Privado,Total,2014,Hombres,Poblacion Matriculada,30.269000000000055
Oruro,Total,Total,2014,Hombres,Poblacion Matriculada,66.73099999999994
Oruro,Público,Total,2014,Hombres,Poblacion Matriculada,61.38899999999994
Oruro,Privado,Total,2014,Hombres,Poblacion Matriculada,5.341999999999994
Potosí,Total,Total,2014,Hombres,Poblacion Matriculada,115.12000000000039
Potosí,Público,Total,2014,Hombres,Poblacion Matriculada,111.42200000000055
Potosí,Privado,Total,2014,Hombres,Poblacion Matriculada,3.6979999999999986
Tarija,Total,Total,2014,Hombres,Poblacion Matriculada,64.83200000000008
Tarija,Público,Total,2014,Hombres,Poblacion Matriculada,59.77399999999994
Tarija,Privado,Total,2014,Hombres,Poblacion Matriculada,5.058000000000003
Santa Cruz,Total,Total,2014,Hombres,Poblacion Matriculada,376.966000000001
Santa Cruz,Público,Total,2014,Hombres,Poblacion Matriculada,323.1349999999969
Santa Cruz,Privado,Total,2014,Hombres,Poblacion Matriculada,53.83100000000016
Beni,Total,Total,2014,Hombres,Poblacion Matriculada,69.76499999999987
Beni,Público,Total,2014,Hombres,Poblacion Matriculada,64.10499999999972
Beni,Privado,Total,2014,Hombres,Poblacion Matriculada,5.659999999999988
Pando,Total,Total,2014,Hombres,Poblacion Matriculada,14.998999999999999
Pando,Público,Total,2014,Hombres,Poblacion Matriculada,13.702000000000004
Pando,Privado,Total,2014,Hombres,Poblacion Matriculada,1.2970000000000004
Pando,Total,INICIAL,2014,Hombres,Poblacion Matriculada,161.20199999999963
Pando,Público,Total,2014,Hombres,Poblacion Matriculada,138.41700000000037
Pando,Privado,Total,2014,Hombres,Poblacion Matriculada,22.785000000000007
Chuquisaca,Total,Total,2014,Hombres,Poblacion Matriculada,8.297000000000002
Chuquisaca,Público,Total,2014,Hombres,Poblacion Matriculada,7.6450000000000085
Chuquisaca,Privado,Total,2014,Hombres,Poblacion Matriculada,0.6519999999999998
La Paz,Total,Total,2014,Hombres,Poblacion Matriculada,41.24899999999993
La Paz,Público,Total,2014,Hombres,Poblacion Matriculada,34.74000000000004
La Paz,Privado,Total,2014,Hombres,Poblacion Matriculada,6.508999999999999
Cochabamba,Total,Total,2014,Hombres,Poblacion Matriculada,27.16300000000004
Cochabamba,Público,Total,2014,Hombres,Poblacion Matriculada,22.596000000000014
Cochabamba,Privado,Total,2014,Hombres,Poblacion Matriculada,4.566999999999999
Oruro,Total,Total,2014,Hombres,Poblacion Matriculada,8.178000000000004
Oruro,Público,Total,2014,Hombres,Poblacion Matriculada,7.415999999999998
Oruro,Privado,Total,2014,Hombres,Poblacion Matriculada,0.7619999999999998
Potosí,Total,Total,2014,Hombres,Poblacion Matriculada,15.251999999999995
Potosí,Público,Total,2014,Hombres,Poblacion Matriculada,14.696000000000023
Potosí,Privado,Total,2014,Hombres,Poblacion Matriculada,0.5560000000000002
Tarija,Total,Total,2014,Hombres,Poblacion Matriculada,8.228000000000009
Tarija,Público,Total,2014,Hombres,Poblacion Matriculada,7.522999999999996
Tarija,Privado,Total,2014,Hombres,Poblacion Matriculada,0.7049999999999998
Santa Cruz,Total,Total,2014,Hombres,Poblacion Matriculada,42.88900000000002
Santa Cruz,Público,Total,2014,Hombres,Poblacion Matriculada,34.89100000000011
Santa Cruz,Privado,Total,2014,Hombres,Poblacion Matriculada,7.998000000000005
Beni,Total,Total,2014,Hombres,Poblacion Matriculada,7.848000000000004
Beni,Público,Total,2014,Hombres,Poblacion Matriculada,7.017000000000004
Beni,Privado,Total,2014,Hombres,Poblacion Matriculada,0.8309999999999996
Pando,Total,Total,2014,Hombres,Poblacion Matriculada,2.098
Pando,Público,Total,2014,Hombres,Poblacion Matriculada,1.8930000000000002
Pando,Privado,Total,2014,Hombres,Poblacion Matriculada,0.20500000000000002
Pando,Total,PRIMARIA,2014,Hombres,Poblacion Matriculada,691.1249999999948
Pando,Público,Total,2014,Hombres,Poblacion Matriculada,625.2260000000136
Pando,Privado,Total,2014,Hombres,Poblacion Matriculada,65.89900000000014
Chuquisaca,Total,Total,2014,Hombres,Poblacion Matriculada,40.90700000000004
Chuquisaca,Público,Total,2014,Hombres,Poblacion Matriculada,38.24
Chuquisaca,Privado,Total,2014,Hombres,Poblacion Matriculada,2.6669999999999976
La Paz,Total,Total,2014,Hombres,Poblacion Matriculada,167.61900000000045
La Paz,Público,Total,2014,Hombres,Poblacion Matriculada,147.81000000000137
La Paz,Privado,Total,2014,Hombres,Poblacion Matriculada,19.80899999999999
Cochabamba,Total,Total,2014,Hombres,Poblacion Matriculada,131.61100000000033
Cochabamba,Público,Total,2014,Hombres,Poblacion Matriculada,119.22400000000023
Cochabamba,Privado,Total,2014,Hombres,Poblacion Matriculada,12.386999999999986
Oruro,Total,Total,2014,Hombres,Poblacion Matriculada,30.065999999999935
Oruro,Público,Total,2014,Hombres,Poblacion Matriculada,27.894000000000084
Oruro,Privado,Total,2014,Hombres,Poblacion Matriculada,2.1719999999999997
Potosí,Total,Total,2014,Hombres,Poblacion Matriculada,56.19199999999995
Potosí,Público,Total,2014,Hombres,Poblacion Matriculada,54.710000000000115
Potosí,Privado,Total,2014,Hombres,Poblacion Matriculada,1.4820000000000009
Tarija,Total,Total,2014,Hombres,Poblacion Matriculada,30.77899999999998
Tarija,Público,Total,2014,Hombres,Poblacion Matriculada,28.608000000000033
Tarija,Privado,Total,2014,Hombres,Poblacion Matriculada,2.1710000000000003
Santa Cruz,Total,Total,2014,Hombres,Poblacion Matriculada,189.22000000000207
Santa Cruz,Público,Total,2014,Hombres,Poblacion Matriculada,166.98500000000152
Santa Cruz,Privado,Total,2014,Hombres,Poblacion Matriculada,22.235
Beni,Total,Total,2014,Hombres,Poblacion Matriculada,36.72999999999995
Beni,Público,Total,2014,Hombres,Poblacion Matriculada,34.29700000000005
Beni,Privado,Total,2014,Hombres,Poblacion Matriculada,2.433
Pando,Total,Total,2014,Hombres,Poblacion Matriculada,8.001000000000014
Pando,Público,Total,2014,Hombres,Poblacion Matriculada,7.458000000000006
Pando,Privado,Total,2014,Hombres,Poblacion Matriculada,0.5430000000000003
Pando,Total,SECUNDARIA,2014,Hombres,Poblacion Matriculada,577.3730000000074
Pando,Público,Total,2014,Hombres,Poblacion Matriculada,504.84600000000427
Pando,Privado,Total,2014,Hombres,Poblacion Matriculada,72.52700000000009
Chuquisaca,Total,Total,2014,Hombres,Poblacion Matriculada,31.582999999999963
Chuquisaca,Público,Total,2014,Hombres,Poblacion Matriculada,28.53999999999998
Chuquisaca,Privado,Total,2014,Hombres,Poblacion Matriculada,3.043
La Paz,Total,Total,2014,Hombres,Poblacion Matriculada,165.8380000000001
La Paz,Público,Total,2014,Hombres,Poblacion Matriculada,142.46199999999897
La Paz,Privado,Total,2014,Hombres,Poblacion Matriculada,23.375999999999987
Cochabamba,Total,Total,2014,Hombres,Poblacion Matriculada,107.01999999999965
Cochabamba,Público,Total,2014,Hombres,Poblacion Matriculada,93.70499999999953
Cochabamba,Privado,Total,2014,Hombres,Poblacion Matriculada,13.31499999999999
Oruro,Total,Total,2014,Hombres,Poblacion Matriculada,28.487000000000016
Oruro,Público,Total,2014,Hombres,Poblacion Matriculada,26.07899999999994
Oruro,Privado,Total,2014,Hombres,Poblacion Matriculada,2.407999999999999
Potosí,Total,Total,2014,Hombres,Poblacion Matriculada,43.67599999999992
Potosí,Público,Total,2014,Hombres,Poblacion Matriculada,42.015999999999984
Potosí,Privado,Total,2014,Hombres,Poblacion Matriculada,1.66
Tarija,Total,Total,2014,Hombres,Poblacion Matriculada,25.82499999999994
Tarija,Público,Total,2014,Hombres,Poblacion Matriculada,23.642999999999997
Tarija,Privado,Total,2014,Hombres,Poblacion Matriculada,2.182
Santa Cruz,Total,Total,2014,Hombres,Poblacion Matriculada,144.85700000000125
Santa Cruz,Público,Total,2014,Hombres,Poblacion Matriculada,121.2590000000004
Santa Cruz,Privado,Total,2014,Hombres,Poblacion Matriculada,23.59800000000001
Beni,Total,Total,2014,Hombres,Poblacion Matriculada,25.187000000000044
Beni,Público,Total,2014,Hombres,Poblacion Matriculada,22.791000000000032
Beni,Privado,Total,2014,Hombres,Poblacion Matriculada,2.395999999999998
Pando,Total,Total,2014,Hombres,Poblacion Matriculada,4.900000000000001
Pando,Público,Total,2014,Hombres,Poblacion Matriculada,4.3510000000000035
Pando,Privado,Total,2014,Hombres,Poblacion Matriculada,0.5489999999999998
BOLIVIA,Total,Total,2014,Mujeres,Poblacion Matriculada,1354.1940000000138
BOLIVIA,Público,Total,2014,Mujeres,Poblacion Matriculada,1201.4999999999995
BOLIVIA,Privado,Total,2014,Mujeres,Poblacion Matriculada,152.69399999999987
